"","Shruti_Cod","Catalog_Nu","Species","Year","County","Institutio","SVL","Lifestage","Zswab_scor","Bioregion","Decimal_La","Decimal_Lo","Decade","Elevation","Disease_St","Coordinate","Collector","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","Built2009","crop2005","Lights2009","NavWat2009","Pastur2009","Popden2009","Railways","Roads","HFP2009","HFP2009_in","amph_rich","lakepond","swampmarsh","IceMass","Playa","streamperr","streaminte","coastline","artificial","pipeline","canalditch","connector","elev_m","ai_yr","pet_yr","aet_yr","crops_2","built_2","pasture_2","popdens_2","navwater_2","lights_2","hfp_2","rail_2","roads_2","dist.closest.wb","cat.closest.wb"
"535",693,45659,"Taricha rivularis",1943,"Sonoma","MVZ",66.63,"Aquatic",0,"Central Coast",38.677321,-123.268285,1940,118.5,0,98,"Sherburne F. Cook Jr.",125,121,59,3104,238,34,204,92,162,166,87,1093,220,3,86,582,16,28,567,0,0,0,0.000247034,0,3,0,0.25006,3.25031,3,18,7674.17,95803.7,255767,154963,64.1761,1144.1,11147.3,7674.17,76942.6,45382.8,23335.7,126,10064,1087,613,0,0,0,3,0.000413449,0,3.25053,0,0.250114,64.1761,"streamperr"
"536",802,38939,"Taricha torosa",1943,"Contra Costa","MVZ",37.47,"Terrestrial",0,"Central Coast",37.841217,-122.107641,1940,189.1,0,454,"Rudolph Stohler",143,117,52,3899,264,42,222,94,188,193,94,613,125,1,86,318,7,11,318,10,0,10,5.56887e-05,0,8,0,0.312209,28.3123,28,12,197.748,21882.1,245315,131422,228.685,903.511,13207,232.611,5779.41,9773.64,20153.8,192,5325,1151,517,0,10,0,8,5.56887e-05,10,28.3123,0,0.312209,197.748,"lakepond"
"537",895,39445,"Taricha torosa",1943,"Stanislaus","MVZ",71.99,"Aquatic",0,"Central Valley",37.2959,-121.2137,1940,189.4,0,1000,"Alden H. Miller",159,153,47,5992,344,20,324,82,234,234,82,329,65,1,83,170,5,5,170,0,0,0,0,1,1,0,0.250463,2.25046,2,10,12450.3,22452,177330,61151.8,15463.9,315.386,68297.3,13975.4,22647.9,7940.5,19125.4,203,2294,1438,279,0,0,1,1,0,0,2.25046,0,0.250463,315.386,"streaminte"
"538",896,39444,"Taricha torosa",1943,"Stanislaus","MVZ",73.24,"Aquatic",0,"Central Valley",37.2959,-121.2137,1940,189.4,0,1000,"Alden H. Miller",159,153,47,5992,344,20,324,82,234,234,82,329,65,1,83,170,5,5,170,0,0,0,0,1,1,0,0.250463,2.25046,2,10,12450.3,22452,177330,61151.8,15463.9,315.386,68297.3,13975.4,22647.9,7940.5,19125.4,203,2294,1438,279,0,0,1,1,0,0,2.25046,0,0.250463,315.386,"streaminte"
"539",898,39448,"Taricha torosa",1943,"Stanislaus","MVZ",68.04,"Aquatic",0,"Central Valley",37.2959,-121.2137,1940,189.4,0,1000,"Alden H. Miller",159,153,47,5992,344,20,324,82,234,234,82,329,65,1,83,170,5,5,170,0,0,0,0,1,1,0,0.250463,2.25046,2,10,12450.3,22452,177330,61151.8,15463.9,315.386,68297.3,13975.4,22647.9,7940.5,19125.4,203,2294,1438,279,0,0,1,1,0,0,2.25046,0,0.250463,315.386,"streaminte"
"540",899,39449,"Taricha torosa",1943,"Stanislaus","MVZ",66.24,"Aquatic",0,"Central Valley",37.2959,-121.2137,1940,189.4,0,1000,"Alden H. Miller",159,153,47,5992,344,20,324,82,234,234,82,329,65,1,83,170,5,5,170,0,0,0,0,1,1,0,0.250463,2.25046,2,10,12450.3,22452,177330,61151.8,15463.9,315.386,68297.3,13975.4,22647.9,7940.5,19125.4,203,2294,1438,279,0,0,1,1,0,0,2.25046,0,0.250463,315.386,"streaminte"
"541",900,39446,"Taricha torosa",1943,"Stanislaus","MVZ",71.58,"Aquatic",0,"Central Valley",37.2959,-121.2137,1940,189.4,0,1000,"Alden H. Miller",159,153,47,5992,344,20,324,82,234,234,82,329,65,1,83,170,5,5,170,0,0,0,0,1,1,0,0.250463,2.25046,2,10,12450.3,22452,177330,61151.8,15463.9,315.386,68297.3,13975.4,22647.9,7940.5,19125.4,203,2294,1438,279,0,0,1,1,0,0,2.25046,0,0.250463,315.386,"streaminte"
"542",485,40859,"Taricha torosa",1944,"Los Angeles","MVZ",52.9,"Terrestrial",0,"Desert",34.096741,-118.600631,1940,258.5,0,6454,"Robert C. Stebbins",168,122,54,3671,288,63,225,129,213,220,127,499,107,0,97,293,5,12,281,10,0,8,0.0714894,0,7,0,8,33.0715,33,16,3876.54,84901.5,322736,89947.8,4329.1,51.8238,6389.95,9565.14,16063.7,17461.9,10220.3,263,3914,1280,425,0,10,0,7,0.0714894,8,33.0715,0,8,51.8238,"streaminte"
"543",496,40858,"Taricha torosa",1944,"Los Angeles","MVZ",70.9,"Aquatic",0,"Desert",34.096741,-118.600631,1940,258.5,0,6454,"Robert C. Stebbins",168,122,54,3671,288,63,225,129,213,220,127,499,107,0,97,293,5,12,281,10,0,8,0.0714894,0,7,0,8,33.0715,33,16,3876.54,84901.5,322736,89947.8,4329.1,51.8238,6389.95,9565.14,16063.7,17461.9,10220.3,263,3914,1280,425,0,10,0,7,0.0714894,8,33.0715,0,8,51.8238,"streaminte"
"544",540,40673,"Taricha granulosa",1944,"Sonoma","MVZ",70.01,"Terrestrial",0,"Central Coast",38.681117,-123.342088,1940,83.1,0,1610,"Alden H. Miller",123,113,59,2797,226,37,189,93,155,159,89,1063,211,3,86,562,16,28,547,0,0,0,0.0299052,0,3,0,0.27326,3.30317,3,19,9119.48,101471,255996,158800,112.092,923.423,6117.77,14058.1,77798.8,51074.7,29770.8,68,10261,1031,600,0,0,0,3,0.0299052,0,3.30317,0,0.27326,112.092,"streamperr"
"545",573,40701,"Taricha granulosa",1944,"Sonoma","MVZ",70.25,"Terrestrial",0,"Central Coast",38.681117,-123.342088,1940,83.1,0,1610,"Alden H. Miller",123,113,59,2797,226,37,189,93,155,159,89,1063,211,3,86,562,16,28,547,0,0,0,0.0299052,0,3,0,0.27326,3.30317,3,19,9119.48,101471,255996,158800,112.092,923.423,6117.77,14058.1,77798.8,51074.7,29770.8,68,10261,1031,600,0,0,0,3,0.0299052,0,3.30317,0,0.27326,112.092,"streamperr"
"546",574,40702,"Taricha granulosa",1944,"Sonoma","MVZ",66.82,"Terrestrial",0,"Central Coast",38.681117,-123.342088,1940,83.1,0,1610,"Alden H. Miller",123,113,59,2797,226,37,189,93,155,159,89,1063,211,3,86,562,16,28,547,0,0,0,0.0299052,0,3,0,0.27326,3.30317,3,19,9119.48,101471,255996,158800,112.092,923.423,6117.77,14058.1,77798.8,51074.7,29770.8,68,10261,1031,600,0,0,0,3,0.0299052,0,3.30317,0,0.27326,112.092,"streamperr"
"547",577,40703,"Taricha granulosa",1944,"Sonoma","MVZ",85.29,"Aquatic",0,"Central Coast",38.681117,-123.342088,1940,83.1,0,1610,"Alden H. Miller",123,113,59,2797,226,37,189,93,155,159,89,1063,211,3,86,562,16,28,547,0,0,0,0.0299052,0,3,0,0.27326,3.30317,3,19,9119.48,101471,255996,158800,112.092,923.423,6117.77,14058.1,77798.8,51074.7,29770.8,68,10261,1031,600,0,0,0,3,0.0299052,0,3.30317,0,0.27326,112.092,"streamperr"
"548",589,40705,"Taricha granulosa",1944,"Sonoma","MVZ",68,"Terrestrial",0,"Central Coast",38.681117,-123.342088,1940,83.1,0,1610,"Alden H. Miller",123,113,59,2797,226,37,189,93,155,159,89,1063,211,3,86,562,16,28,547,0,0,0,0.0299052,0,3,0,0.27326,3.30317,3,19,9119.48,101471,255996,158800,112.092,923.423,6117.77,14058.1,77798.8,51074.7,29770.8,68,10261,1031,600,0,0,0,3,0.0299052,0,3.30317,0,0.27326,112.092,"streamperr"
"549",858,40530,"Taricha granulosa",1944,"Marin","MVZ",51.04,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"550",859,40521,"Taricha granulosa",1944,"Marin","MVZ",52.68,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"551",860,40532,"Taricha granulosa",1944,"Marin","MVZ",56.03,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"552",864,40518,"Taricha granulosa",1944,"Marin","MVZ",58.04,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"553",865,40522,"Taricha granulosa",1944,"Marin","MVZ",65.33,"Aquatic",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"554",872,40537,"Taricha granulosa",1944,"Marin","MVZ",51.43,"Terrestrial",0,"Central Coast",38.119278,-122.821322,1940,45.9,0,2176,"Seth B. Benson",132,121,58,3191,245,37,208,91,167,172,91,939,203,2,90,514,12,18,514,0,0,0,0.000413449,2,3,0,1.62955,6.62996,6,14,4410.97,42231.2,307524,190738,20.5791,427.503,2280.2,4420.94,22393.8,21016,11947.6,48,8654,1115,599,0,0,1,3,0.000323984,0,4.85282,0,0.852498,20.5791,"streamperr"
"555",873,40517,"Taricha granulosa",1944,"Marin","MVZ",54.7,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Henry G. Weston",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"556",875,40527,"Taricha granulosa",1944,"Marin","MVZ",44.37,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"557",879,40523,"Taricha granulosa",1944,"Marin","MVZ",60.7,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Seth B. Benson",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"558",881,40516,"Taricha granulosa",1944,"Marin","MVZ",54.52,"Terrestrial",0,"Central Coast",38.1011,-122.8558,1940,2.1,0,998,"Henry G. Weston",132,117,58,2976,240,40,200,93,164,169,93,899,195,2,91,493,12,17,493,0,0,0,0.00412465,1,3,0,4,8.00412,8,0,5783.39,45624,310482,193644,407.34,2754.7,35.5691,5790.08,23150.5,24531.5,13955.1,10,8310,1095,591,0,0,1,3,0.00412465,0,8.00412,0,4,35.5691,"coastline"
"559",883,40577,"Taricha granulosa",1944,"Marin","MVZ",57.92,"Terrestrial",0,"Central Coast",37.84,-122.55,1940,66.5,0,260,"Seth B. Benson, J. J. Bordenare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0.757507,15.7575,15,0,351.175,11401.1,284165,169839,204.071,1991.77,118.768,353.507,16493.7,10192.3,13485.4,61,0,0,0,0,0,0,6,4,5,15.7575,0,0.757507,118.768,"coastline"
"560",572,145534,"Taricha torosa",1944,"Santa Clara","CAS",63.19,"Aquatic",0,"Central coast",37.30675,-122.071106,1940,132.4,0,17312,"O.M. Sokol",145,126,54,3801,267,37,230,97,191,193,97,576,122,2,88,311,7,11,311,10,0,10,0,0,10,0,1.62955,31.6295,31,17,9012.06,13499.4,250694,130738,55.027,1456.52,13658.6,9755.84,10425.7,13499.4,6360.13,132,4979,1203,506,0,10,0,9,0,10,30.3395,0,1.33947,55.027,"streamperr"
"561",573,145535,"Taricha torosa",1944,"Santa Clara","CAS",65.8,"Aquatic",0,"Central coast",37.30675,-122.071106,1940,132.4,0,17312,"O.M. Sokol",145,126,54,3801,267,37,230,97,191,193,97,576,122,2,88,311,7,11,311,10,0,10,0,0,10,0,1.62955,31.6295,31,17,9012.06,13499.4,250694,130738,55.027,1456.52,13658.6,9755.84,10425.7,13499.4,6360.13,132,4979,1203,506,0,10,0,9,0,10,30.3395,0,1.33947,55.027,"streamperr"
"562",752,132344,"Taricha torosa",1944,"Santa Clara","CAS",68.32,"Terrestrial",0,"Central Coast",37.30675,-122.071106,1940,132.4,0,17312,"O.M. Sokol",145,126,54,3801,267,37,230,97,191,193,97,576,122,2,88,311,7,11,311,10,0,10,0,0,10,0,1.62955,31.6295,31,17,9012.06,13499.4,250694,130738,55.027,1456.52,13658.6,9755.84,10425.7,13499.4,6360.13,132,4979,1203,506,0,10,0,9,0,10,30.3395,0,1.33947,55.027,"streamperr"
"563",753,132348,"Taricha torosa",1944,"Santa Clara","CAS",41.96,"Terrestrial",0,"Central Coast",37.30675,-122.071106,1940,132.4,0,17312,"O.M. Sokol",145,126,54,3801,267,37,230,97,191,193,97,576,122,2,88,311,7,11,311,10,0,10,0,0,10,0,1.62955,31.6295,31,17,9012.06,13499.4,250694,130738,55.027,1456.52,13658.6,9755.84,10425.7,13499.4,6360.13,132,4979,1203,506,0,10,0,9,0,10,30.3395,0,1.33947,55.027,"streamperr"
"564",159,41185,"Taricha granulosa",1945,"Lake","MVZ",60,"Terrestrial",0,"Klamath",38.817054,-122.714002,1940,787,0,409,"Robert C. Stebbins, L. N. Talbot",120,147,48,5455,301,0,301,64,192,193,59,1097,222,2,87,582,15,26,578,0,0,0,0,0,4,0,4,8,8,15,23.7208,74685.8,240443,115555,48.9058,5320.46,54383.6,60.4034,70266.4,14159.9,17222.4,795,8855,1232,611,0,0,0,4,0,0,12,0,8,23.7208,"lakepond"
"565",367,41155,"Taricha granulosa",1945,"Shasta","MVZ",51.53,"Aquatic",0,"Klamath",40.669138,-121.859316,1940,1160.1,0,126,"Robert C. Stebbins, Thomas F. Ashley",94,157,46,6300,290,-46,336,24,176,176,18,1310,207,6,70,614,49,49,587,0,0,0,0,0,2,0,0.250013,2.25001,2,12,0,85930.5,85100.9,19875.2,28.4819,855.6,188654,18.9441,16225.5,18259.2,9695.75,1162,10875,1177,667,0,0,0,2,0,0,2.25,0,0.250004,0,"lakepond"
"566",391,41235,"Taricha granulosa",1945,"Shasta","MVZ",36.81,"Terrestrial",0,"Klamath",40.536594,-121.566031,1940,1794.5,0,1014,"Robert C. Stebbins",64,144,45,6100,252,-67,319,4,146,146,-5,1042,151,9,60,444,66,66,423,0,0,0,0,0,2,0,8,10,10,10,34.6048,80487.9,108438,27086.2,180.91,169.953,209779,74.3275,25873.5,19271.8,27039.8,1803,10567,986,613,0,0,0,2,0,0,10,0,8,34.6048,"lakepond"
"567",522,41710,"Taricha torosa",1945,"Napa","MVZ",48.12,"Terrestrial",0,"Central Coast",38.256093,-122.361225,1940,36.2,0,6594,"Robert C. Stebbins",147,144,55,4357,291,30,261,90,198,200,90,711,159,1,91,398,8,12,398,0,0,5,0.000238928,1,5,0,8,19.0002,19,14,608.386,5605.74,268335,166459,2565.09,198.097,12013.6,2208.02,12350.2,5051.29,5113.66,39,5465,1299,578,0,0,1,5,0.000238928,5,19.0002,0,8,198.097,"streaminte"
"568",567,41706,"Taricha granulosa",1945,"Napa","MVZ",45.21,"Terrestrial",0,"Central Coast",38.256093,-122.361225,1940,36.2,0,6594,"Robert C. Stebbins",147,144,55,4357,291,30,261,90,198,200,90,711,159,1,91,398,8,12,398,0,0,5,0.000238928,1,5,0,8,19.0002,19,14,608.386,5605.74,268335,166459,2565.09,198.097,12013.6,2208.02,12350.2,5051.29,5113.66,39,5465,1299,578,0,0,1,5,0.000238928,5,19.0002,0,8,198.097,"streaminte"
"569",568,41709,"Taricha granulosa",1945,"Napa","MVZ",64.04,"Terrestrial",0,"Central Coast",38.256093,-122.361225,1940,36.2,0,6594,"Robert C. Stebbins",147,144,55,4357,291,30,261,90,198,200,90,711,159,1,91,398,8,12,398,0,0,5,0.000238928,1,5,0,8,19.0002,19,14,608.386,5605.74,268335,166459,2565.09,198.097,12013.6,2208.02,12350.2,5051.29,5113.66,39,5465,1299,578,0,0,1,5,0.000238928,5,19.0002,0,8,198.097,"streaminte"
"570",569,41705,"Taricha granulosa",1945,"Napa","MVZ",58.06,"Terrestrial",0,"Central Coast",38.256093,-122.361225,1940,36.2,0,6594,"Robert C. Stebbins",147,144,55,4357,291,30,261,90,198,200,90,711,159,1,91,398,8,12,398,0,0,5,0.000238928,1,5,0,8,19.0002,19,14,608.386,5605.74,268335,166459,2565.09,198.097,12013.6,2208.02,12350.2,5051.29,5113.66,39,5465,1299,578,0,0,1,5,0.000238928,5,19.0002,0,8,198.097,"streaminte"
"571",570,41708,"Taricha granulosa",1945,"Napa","MVZ",49.24,"Terrestrial",0,"Central Coast",38.256093,-122.361225,1940,36.2,0,6594,"Robert C. Stebbins",147,144,55,4357,291,30,261,90,198,200,90,711,159,1,91,398,8,12,398,0,0,5,0.000238928,1,5,0,8,19.0002,19,14,608.386,5605.74,268335,166459,2565.09,198.097,12013.6,2208.02,12350.2,5051.29,5113.66,39,5465,1299,578,0,0,1,5,0.000238928,5,19.0002,0,8,198.097,"streaminte"
"572",793,41743,"Taricha torosa",1945,"Contra Costa","MVZ",37.68,"Terrestrial",0,"Central Coast",37.804986,-122.160763,1940,266.1,0,3271,"Robert C. Stebbins",141,113,52,3776,258,44,214,94,185,190,94,671,135,1,87,346,8,13,346,10,0,10,0.0180766,0,10,0,1.33947,31.3575,31,12,1930.61,17670,250301,135365,97.396,540.393,7046.5,1953.7,3925.88,9268.67,23044.2,272,5980,1122,555,0,10,0,9,0.0120593,9,28.8646,0,0.852498,97.396,"streamperr"
"573",799,41744,"Taricha torosa",1945,"Contra Costa","MVZ",73.58,"Aquatic",0,"Central Coast",37.804986,-122.160763,1940,266.1,0,3271,"Robert C. Stebbins",141,113,52,3776,258,44,214,94,185,190,94,671,135,1,87,346,8,13,346,10,0,10,0.0180766,0,10,0,1.33947,31.3575,31,12,1930.61,17670,250301,135365,97.396,540.393,7046.5,1953.7,3925.88,9268.67,23044.2,272,5980,1122,555,0,10,0,9,0.0120593,9,28.8646,0,0.852498,97.396,"streamperr"
"574",277,42445,"Taricha granulosa",1946,"Trinity","MVZ",49.37,"Terrestrial",0,"Klamath",40.252801,-123.021859,1940,1511.9,0,29,"John Davis",72,144,48,5454,252,-43,295,20,145,147,14,1323,220,6,76,653,43,56,626,0,0,0,0,0,0,0,0.250006,0.250006,0,15,4656.04,86315.6,79830.6,95090.4,1074.41,836.984,84841.8,4662.68,50698.6,38432.5,1971.96,1513,12667,1031,613,0,0,0,0,0,0,0.250006,0,0.250006,836.984,"streaminte"
"575",303,43738,"Taricha rivularis",1946,"Mendocino","MVZ",70.09,"Terrestrial",0,"Klamath",39.075446,-123.425375,1940,106.9,0,3232,"Robert C. Stebbins",125,134,56,3770,261,23,238,84,173,175,80,1107,220,2,85,582,16,27,581,0,0,0,0,2,3,0,1.62955,6.62955,6,21,20262.3,134583,213652,135070,98.6604,2068.58,23171.7,20262.3,40868.4,35570,10714.7,119,9600,1152,626,0,0,2,3,0,0,7.72822,0,2.72822,98.6604,"streamperr"
"576",325,43739,"Taricha rivularis",1946,"Mendocino","MVZ",71.39,"Terrestrial",0,"Klamath",39.075446,-123.425375,1940,106.9,0,3232,"Robert C. Stebbins",125,134,56,3770,261,23,238,84,173,175,80,1107,220,2,85,582,16,27,581,0,0,0,0,2,3,0,1.62955,6.62955,6,21,20262.3,134583,213652,135070,98.6604,2068.58,23171.7,20262.3,40868.4,35570,10714.7,119,9600,1152,626,0,0,2,3,0,0,7.72822,0,2.72822,98.6604,"streamperr"
"577",351,42180,"Taricha torosa",1946,"Mendocino","MVZ",38.09,"Terrestrial",0,"Klamath",39.186437,-123.349346,1940,586.8,0,19184,"Robert C. Stebbins",120,152,54,4466,285,5,280,72,178,180,69,1250,244,2,86,663,16,30,650,0,0,0,0,0,3,0,0.25017,3.25017,3,18,8767.12,134098,200449,122896,869.693,848.844,32326.6,10337.4,27276.5,23319.8,14199.5,572,10310,1222,650,0,0,0,3,0,0,3.25017,0,0.25017,848.844,"streaminte"
"578",477,42421,"Taricha torosa",1946,"Los Angeles","MVZ",56.4,"Terrestrial",0,"Desert",34.121318,-118.331728,1940,217.1,0,3219,"N. Rosen",176,124,53,3770,299,67,232,135,221,229,132,414,91,0,94,246,5,13,233,10,0,10,0,0,10,0,4,34,34,15,0,69752.5,319627,77554.5,2677.7,1534.2,18531.5,7173.45,12492.2,14211.6,16194.8,223,3146,1322,353,0,10,0,10,0,10,34,0,4,0,"lakepond"
"579",590,43733,"Taricha granulosa",1946,"Sonoma","MVZ",65.42,"Terrestrial",0,"Central Coast",38.762438,-123.516465,1940,15.8,0,927,"Robert C. Stebbins",120,105,60,2476,213,38,175,94,148,152,90,1044,202,3,84,547,18,29,531,0,0,0,4,0,3,0,8,15,15,20,24795.6,119119,249240,162926,985.332,2393.29,1068.91,145.69,74547,60106.8,26367.1,14,10644,977,596,0,0,0,2,4,0,14,0,8,145.69,"artificial"
"580",674,41919,"Taricha torosa",1946,"San Mateo","MVZ",70.54,"Terrestrial",0,"Central Coast",37.429757,-122.252855,1940,120.5,0,1610,"Robert C. Stebbins",137,110,55,3275,239,41,198,96,176,179,96,599,121,2,87,311,9,13,311,10,0,9,0.000247034,0,9,0,8,36.0002,36,14,2087.75,7804.82,264092,143637,5043.38,104.782,7275.05,2830.24,2112.57,7729.7,9983.39,128,5627,1075,512,0,10,0,9,0.000247034,9,36.0002,0,8,104.782,"streaminte"
"581",676,41921,"Taricha torosa",1946,"San Mateo","MVZ",25.26,"Terrestrial",0,"Central Coast",37.429757,-122.252855,1940,120.5,0,1610,"Robert C. Stebbin",137,110,55,3275,239,41,198,96,176,179,96,599,121,2,87,311,9,13,311,10,0,9,0.000247034,0,9,0,8,36.0002,36,14,2087.75,7804.82,264092,143637,5043.38,104.782,7275.05,2830.24,2112.57,7729.7,9983.39,128,5627,1075,512,0,10,0,9,0.000247034,9,36.0002,0,8,104.782,"streaminte"
"582",681,41918,"Taricha torosa",1946,"San Mateo","MVZ",40.72,"Terrestrial",0,"Central Coast",37.386342,-122.263204,1940,439.2,0,10,"Robert C. Stebbins",131,114,55,3421,244,38,206,91,172,177,91,837,166,2,86,434,12,17,434,0,0,5,0.000110741,0,6,0,8,19.0001,19,14,2385.27,12566.6,265756,145344,395.422,451.683,12153.4,2385.27,5837.96,12502.1,14886.7,452,7721,1084,585,0,0,0,6,0.000110741,5,19.0001,0,8,395.422,"streamperr"
"583",861,63374,"Taricha granulosa",1946,"Marin","MVZ",65.79,"Aquatic",0,"Central Coast",38.286916,-122.964886,1940,170.7,0,3644,"Wade Fox",127,129,59,3279,247,31,216,90,165,169,86,1132,242,2,90,619,13,22,612,0,0,0,1.28145,0,3,0,0.415076,4.69653,4,13,13012,54551.5,298074,178133,1457.46,914.377,1420.22,2639.98,44763.7,21461.3,3263.98,168,9903,1138,621,0,0,0,3,1.78853,0,5.10721,0,0.318684,914.377,"streaminte"
"584",542,132337,"Taricha torosa",1946,"San Mateo","CAS",65.82,"Terrestrial",0,"Central Coast",37.323086,-122.254406,1940,345.9,0,0,"O.M. Sokol and Kurtz",131,115,56,3286,242,38,204,92,170,175,92,825,165,2,87,431,11,15,431,0,0,2,0.000323984,0,4,0,8,14.0003,14,14,2134.85,18582.5,266248,146027,965.626,40.9877,13105.4,6325.08,11904.8,18582.5,17372,362,7557,1089,585,0,0,0,4,0.000323984,2,14.0003,0,8,40.9877,"streaminte"
"585",780,132338,"Taricha torosa",1946,"San Mateo","CAS",50.18,"Terrestrial",0,"Central Coast",37.333078,-122.197928,1940,480.2,0,14094,"O.M. Sokol and Kurtz",129,118,54,3730,253,35,218,88,175,181,88,890,176,2,86,466,12,17,466,0,0,3,0,0,6,0,4,13,13,15,3328.6,14335.7,261122,140901,2108.88,67.1827,15385.5,6260.98,8901.9,14335.7,13865,490,8032,1108,596,0,0,0,6,0,3,13,0,4,67.1827,"streaminte"
"586",781,132339,"Taricha torosa",1946,"San Mateo","CAS",66.43,"Terrestrial",0,"Central Coast",37.333078,-122.197928,1940,480.2,0,14094,"O.M. Sokol and Kurtz",129,118,54,3730,253,35,218,88,175,181,88,890,176,2,86,466,12,17,466,0,0,3,0,0,6,0,4,13,13,15,3328.6,14335.7,261122,140901,2108.88,67.1827,15385.5,6260.98,8901.9,14335.7,13865,490,8032,1108,596,0,0,0,6,0,3,13,0,4,67.1827,"streaminte"
"587",782,132340,"Taricha torosa",1946,"San Mateo","CAS",34.26,"Terrestrial",0,"Central Coast",37.333078,-122.197928,1940,480.2,0,14094,"O.M. Sokol and Kurtz",129,118,54,3730,253,35,218,88,175,181,88,890,176,2,86,466,12,17,466,0,0,3,0,0,6,0,4,13,13,15,3328.6,14335.7,261122,140901,2108.88,67.1827,15385.5,6260.98,8901.9,14335.7,13865,490,8032,1108,596,0,0,0,6,0,3,13,0,4,67.1827,"streaminte"
"588",783,132341,"Taricha torosa",1946,"San Mateo","CAS",67.9,"Terrestrial",0,"Central Coast",37.333078,-122.197928,1940,480.2,0,14094,"O.M. Sokol and Kurtz",129,118,54,3730,253,35,218,88,175,181,88,890,176,2,86,466,12,17,466,0,0,3,0,0,6,0,4,13,13,15,3328.6,14335.7,261122,140901,2108.88,67.1827,15385.5,6260.98,8901.9,14335.7,13865,490,8032,1108,596,0,0,0,6,0,3,13,0,4,67.1827,"streaminte"
