ID,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
62,-121.899,36.587,456,2014-02,3.86,46,53.2,60.3
62,-121.899,36.587,456,2014-03,2.59,47.8,56.4,65
62,-121.899,36.587,456,2014-04,1.6,47.1,55.5,64
62,-121.899,36.587,456,2014-05,0.14,50.8,59.7,68.7
62,-121.899,36.587,456,2014-06,0.02,50.2,58.1,66.1
62,-121.899,36.587,456,2014-07,0.05,54.6,61.8,68.9
62,-121.899,36.587,456,2014-08,0,55.6,62.3,69
62,-121.899,36.587,456,2014-09,0.27,55.3,63.3,71.4
62,-121.899,36.587,456,2014-10,0.22,53.2,63.4,73.6
62,-121.899,36.587,456,2014-11,2.46,49.2,58.4,67.7
62,-121.899,36.587,456,2014-12,9.04,48.6,55.6,62.6
62,-121.899,36.587,456,2015-01,0,46.1,56,66
62,-121.899,36.587,456,2015-02,1.37,48.7,58.2,67.7
62,-121.899,36.587,456,2015-03,0.68,47.8,58.4,69
62,-121.899,36.587,456,2015-04,1.05,46.2,54.6,63.1
62,-121.899,36.587,456,2015-05,0.4,49.3,55.1,61
62,-121.899,36.587,456,2015-06,0,51.2,58.6,66
62,-121.899,36.587,456,2015-07,0.12,55.4,62.9,70.5
62,-121.899,36.587,456,2015-08,0.02,56.1,64.5,73
62,-121.899,36.587,456,2015-09,0,55.7,65.8,75.9
62,-121.899,36.587,456,2015-10,0.29,54.4,64.3,74.1
62,-121.899,36.587,456,2015-11,3.13,44.8,54.6,64.3
62,-121.899,36.587,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
63,-121.899,36.587,456,2014-01,0.08,46.2,56.8,67.5
63,-121.899,36.587,456,2014-02,3.86,46,53.2,60.3
63,-121.899,36.587,456,2014-03,2.59,47.8,56.4,65
63,-121.899,36.587,456,2014-04,1.6,47.1,55.5,64
63,-121.899,36.587,456,2014-05,0.14,50.8,59.7,68.7
63,-121.899,36.587,456,2014-06,0.02,50.2,58.1,66.1
63,-121.899,36.587,456,2014-07,0.05,54.6,61.8,68.9
63,-121.899,36.587,456,2014-08,0,55.6,62.3,69
63,-121.899,36.587,456,2014-09,0.27,55.3,63.3,71.4
63,-121.899,36.587,456,2014-10,0.22,53.2,63.4,73.6
63,-121.899,36.587,456,2014-11,2.46,49.2,58.4,67.7
63,-121.899,36.587,456,2014-12,9.04,48.6,55.6,62.6
63,-121.899,36.587,456,2015-01,0,46.1,56,66
63,-121.899,36.587,456,2015-02,1.37,48.7,58.2,67.7
63,-121.899,36.587,456,2015-03,0.68,47.8,58.4,69
63,-121.899,36.587,456,2015-04,1.05,46.2,54.6,63.1
63,-121.899,36.587,456,2015-05,0.4,49.3,55.1,61
63,-121.899,36.587,456,2015-06,0,51.2,58.6,66
63,-121.899,36.587,456,2015-07,0.12,55.4,62.9,70.5
63,-121.899,36.587,456,2015-08,0.02,56.1,64.5,73
63,-121.899,36.587,456,2015-09,0,55.7,65.8,75.9
63,-121.899,36.587,456,2015-10,0.29,54.4,64.3,74.1
63,-121.899,36.587,456,2015-11,3.13,44.8,54.6,64.3
63,-121.899,36.587,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
64,-121.8976,36.5884,456,2014-01,0.08,46.2,56.8,67.5
64,-121.8976,36.5884,456,2014-02,3.86,46,53.2,60.3
64,-121.8976,36.5884,456,2014-03,2.59,47.8,56.4,65
64,-121.8976,36.5884,456,2014-04,1.6,47.1,55.5,64
64,-121.8976,36.5884,456,2014-05,0.14,50.8,59.7,68.7
64,-121.8976,36.5884,456,2014-06,0.02,50.2,58.1,66.1
64,-121.8976,36.5884,456,2014-07,0.05,54.6,61.8,68.9
64,-121.8976,36.5884,456,2014-08,0,55.6,62.3,69
64,-121.8976,36.5884,456,2014-09,0.27,55.3,63.3,71.4
64,-121.8976,36.5884,456,2014-10,0.22,53.2,63.4,73.6
64,-121.8976,36.5884,456,2014-11,2.46,49.2,58.4,67.7
64,-121.8976,36.5884,456,2014-12,9.04,48.6,55.6,62.6
64,-121.8976,36.5884,456,2015-01,0,46.1,56,66
64,-121.8976,36.5884,456,2015-02,1.37,48.7,58.2,67.7
64,-121.8976,36.5884,456,2015-03,0.68,47.8,58.4,69
64,-121.8976,36.5884,456,2015-04,1.05,46.2,54.6,63.1
64,-121.8976,36.5884,456,2015-05,0.4,49.3,55.1,61
64,-121.8976,36.5884,456,2015-06,0,51.2,58.6,66
64,-121.8976,36.5884,456,2015-07,0.12,55.4,62.9,70.5
64,-121.8976,36.5884,456,2015-08,0.02,56.1,64.5,73
64,-121.8976,36.5884,456,2015-09,0,55.7,65.8,75.9
64,-121.8976,36.5884,456,2015-10,0.29,54.4,64.3,74.1
64,-121.8976,36.5884,456,2015-11,3.13,44.8,54.6,64.3
64,-121.8976,36.5884,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
65,-121.8976,36.5884,456,2014-01,0.08,46.2,56.8,67.5
65,-121.8976,36.5884,456,2014-02,3.86,46,53.2,60.3
65,-121.8976,36.5884,456,2014-03,2.59,47.8,56.4,65
65,-121.8976,36.5884,456,2014-04,1.6,47.1,55.5,64
65,-121.8976,36.5884,456,2014-05,0.14,50.8,59.7,68.7
65,-121.8976,36.5884,456,2014-06,0.02,50.2,58.1,66.1
65,-121.8976,36.5884,456,2014-07,0.05,54.6,61.8,68.9
65,-121.8976,36.5884,456,2014-08,0,55.6,62.3,69
65,-121.8976,36.5884,456,2014-09,0.27,55.3,63.3,71.4
65,-121.8976,36.5884,456,2014-10,0.22,53.2,63.4,73.6
65,-121.8976,36.5884,456,2014-11,2.46,49.2,58.4,67.7
65,-121.8976,36.5884,456,2014-12,9.04,48.6,55.6,62.6
65,-121.8976,36.5884,456,2015-01,0,46.1,56,66
65,-121.8976,36.5884,456,2015-02,1.37,48.7,58.2,67.7
65,-121.8976,36.5884,456,2015-03,0.68,47.8,58.4,69
65,-121.8976,36.5884,456,2015-04,1.05,46.2,54.6,63.1
65,-121.8976,36.5884,456,2015-05,0.4,49.3,55.1,61
65,-121.8976,36.5884,456,2015-06,0,51.2,58.6,66
65,-121.8976,36.5884,456,2015-07,0.12,55.4,62.9,70.5
65,-121.8976,36.5884,456,2015-08,0.02,56.1,64.5,73
65,-121.8976,36.5884,456,2015-09,0,55.7,65.8,75.9
65,-121.8976,36.5884,456,2015-10,0.29,54.4,64.3,74.1
65,-121.8976,36.5884,456,2015-11,3.13,44.8,54.6,64.3
65,-121.8976,36.5884,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
66,-121.8976,36.5883,456,2014-01,0.08,46.2,56.8,67.5
66,-121.8976,36.5883,456,2014-02,3.86,46,53.2,60.3
66,-121.8976,36.5883,456,2014-03,2.59,47.8,56.4,65
66,-121.8976,36.5883,456,2014-04,1.6,47.1,55.5,64
66,-121.8976,36.5883,456,2014-05,0.14,50.8,59.7,68.7
66,-121.8976,36.5883,456,2014-06,0.02,50.2,58.1,66.1
66,-121.8976,36.5883,456,2014-07,0.05,54.6,61.8,68.9
66,-121.8976,36.5883,456,2014-08,0,55.6,62.3,69
66,-121.8976,36.5883,456,2014-09,0.27,55.3,63.3,71.4
66,-121.8976,36.5883,456,2014-10,0.22,53.2,63.4,73.6
66,-121.8976,36.5883,456,2014-11,2.46,49.2,58.4,67.7
66,-121.8976,36.5883,456,2014-12,9.04,48.6,55.6,62.6
66,-121.8976,36.5883,456,2015-01,0,46.1,56,66
66,-121.8976,36.5883,456,2015-02,1.37,48.7,58.2,67.7
66,-121.8976,36.5883,456,2015-03,0.68,47.8,58.4,69
66,-121.8976,36.5883,456,2015-04,1.05,46.2,54.6,63.1
66,-121.8976,36.5883,456,2015-05,0.4,49.3,55.1,61
66,-121.8976,36.5883,456,2015-06,0,51.2,58.6,66
66,-121.8976,36.5883,456,2015-07,0.12,55.4,62.9,70.5
66,-121.8976,36.5883,456,2015-08,0.02,56.1,64.5,73
66,-121.8976,36.5883,456,2015-09,0,55.7,65.8,75.9
66,-121.8976,36.5883,456,2015-10,0.29,54.4,64.3,74.1
66,-121.8976,36.5883,456,2015-11,3.13,44.8,54.6,64.3
66,-121.8976,36.5883,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
67,-121.8976,36.5885,456,2014-01,0.08,46.2,56.8,67.5
67,-121.8976,36.5885,456,2014-02,3.86,46,53.2,60.3
67,-121.8976,36.5885,456,2014-03,2.59,47.8,56.4,65
67,-121.8976,36.5885,456,2014-04,1.6,47.1,55.5,64
67,-121.8976,36.5885,456,2014-05,0.14,50.8,59.7,68.7
67,-121.8976,36.5885,456,2014-06,0.02,50.2,58.1,66.1
67,-121.8976,36.5885,456,2014-07,0.05,54.6,61.8,68.9
67,-121.8976,36.5885,456,2014-08,0,55.6,62.3,69
67,-121.8976,36.5885,456,2014-09,0.27,55.3,63.3,71.4
67,-121.8976,36.5885,456,2014-10,0.22,53.2,63.4,73.6
67,-121.8976,36.5885,456,2014-11,2.46,49.2,58.4,67.7
67,-121.8976,36.5885,456,2014-12,9.04,48.6,55.6,62.6
67,-121.8976,36.5885,456,2015-01,0,46.1,56,66
67,-121.8976,36.5885,456,2015-02,1.37,48.7,58.2,67.7
67,-121.8976,36.5885,456,2015-03,0.68,47.8,58.4,69
67,-121.8976,36.5885,456,2015-04,1.05,46.2,54.6,63.1
67,-121.8976,36.5885,456,2015-05,0.4,49.3,55.1,61
67,-121.8976,36.5885,456,2015-06,0,51.2,58.6,66
67,-121.8976,36.5885,456,2015-07,0.12,55.4,62.9,70.5
67,-121.8976,36.5885,456,2015-08,0.02,56.1,64.5,73
67,-121.8976,36.5885,456,2015-09,0,55.7,65.8,75.9
67,-121.8976,36.5885,456,2015-10,0.29,54.4,64.3,74.1
67,-121.8976,36.5885,456,2015-11,3.13,44.8,54.6,64.3
67,-121.8976,36.5885,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
68,-121.8976,36.5885,456,2014-01,0.08,46.2,56.8,67.5
68,-121.8976,36.5885,456,2014-02,3.86,46,53.2,60.3
68,-121.8976,36.5885,456,2014-03,2.59,47.8,56.4,65
68,-121.8976,36.5885,456,2014-04,1.6,47.1,55.5,64
68,-121.8976,36.5885,456,2014-05,0.14,50.8,59.7,68.7
68,-121.8976,36.5885,456,2014-06,0.02,50.2,58.1,66.1
68,-121.8976,36.5885,456,2014-07,0.05,54.6,61.8,68.9
68,-121.8976,36.5885,456,2014-08,0,55.6,62.3,69
68,-121.8976,36.5885,456,2014-09,0.27,55.3,63.3,71.4
68,-121.8976,36.5885,456,2014-10,0.22,53.2,63.4,73.6
68,-121.8976,36.5885,456,2014-11,2.46,49.2,58.4,67.7
68,-121.8976,36.5885,456,2014-12,9.04,48.6,55.6,62.6
68,-121.8976,36.5885,456,2015-01,0,46.1,56,66
68,-121.8976,36.5885,456,2015-02,1.37,48.7,58.2,67.7
68,-121.8976,36.5885,456,2015-03,0.68,47.8,58.4,69
68,-121.8976,36.5885,456,2015-04,1.05,46.2,54.6,63.1
68,-121.8976,36.5885,456,2015-05,0.4,49.3,55.1,61
68,-121.8976,36.5885,456,2015-06,0,51.2,58.6,66
68,-121.8976,36.5885,456,2015-07,0.12,55.4,62.9,70.5
68,-121.8976,36.5885,456,2015-08,0.02,56.1,64.5,73
68,-121.8976,36.5885,456,2015-09,0,55.7,65.8,75.9
68,-121.8976,36.5885,456,2015-10,0.29,54.4,64.3,74.1
68,-121.8976,36.5885,456,2015-11,3.13,44.8,54.6,64.3
68,-121.8976,36.5885,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
69,-121.8976,36.5885,456,2014-01,0.08,46.2,56.8,67.5
69,-121.8976,36.5885,456,2014-02,3.86,46,53.2,60.3
69,-121.8976,36.5885,456,2014-03,2.59,47.8,56.4,65
69,-121.8976,36.5885,456,2014-04,1.6,47.1,55.5,64
69,-121.8976,36.5885,456,2014-05,0.14,50.8,59.7,68.7
69,-121.8976,36.5885,456,2014-06,0.02,50.2,58.1,66.1
69,-121.8976,36.5885,456,2014-07,0.05,54.6,61.8,68.9
69,-121.8976,36.5885,456,2014-08,0,55.6,62.3,69
69,-121.8976,36.5885,456,2014-09,0.27,55.3,63.3,71.4
69,-121.8976,36.5885,456,2014-10,0.22,53.2,63.4,73.6
69,-121.8976,36.5885,456,2014-11,2.46,49.2,58.4,67.7
69,-121.8976,36.5885,456,2014-12,9.04,48.6,55.6,62.6
69,-121.8976,36.5885,456,2015-01,0,46.1,56,66
69,-121.8976,36.5885,456,2015-02,1.37,48.7,58.2,67.7
69,-121.8976,36.5885,456,2015-03,0.68,47.8,58.4,69
69,-121.8976,36.5885,456,2015-04,1.05,46.2,54.6,63.1
69,-121.8976,36.5885,456,2015-05,0.4,49.3,55.1,61
69,-121.8976,36.5885,456,2015-06,0,51.2,58.6,66
69,-121.8976,36.5885,456,2015-07,0.12,55.4,62.9,70.5
69,-121.8976,36.5885,456,2015-08,0.02,56.1,64.5,73
69,-121.8976,36.5885,456,2015-09,0,55.7,65.8,75.9
69,-121.8976,36.5885,456,2015-10,0.29,54.4,64.3,74.1
69,-121.8976,36.5885,456,2015-11,3.13,44.8,54.6,64.3
69,-121.8976,36.5885,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
70,-121.8976,36.5884,456,2014-01,0.08,46.2,56.8,67.5
70,-121.8976,36.5884,456,2014-02,3.86,46,53.2,60.3
70,-121.8976,36.5884,456,2014-03,2.59,47.8,56.4,65
70,-121.8976,36.5884,456,2014-04,1.6,47.1,55.5,64
70,-121.8976,36.5884,456,2014-05,0.14,50.8,59.7,68.7
70,-121.8976,36.5884,456,2014-06,0.02,50.2,58.1,66.1
70,-121.8976,36.5884,456,2014-07,0.05,54.6,61.8,68.9
70,-121.8976,36.5884,456,2014-08,0,55.6,62.3,69
70,-121.8976,36.5884,456,2014-09,0.27,55.3,63.3,71.4
70,-121.8976,36.5884,456,2014-10,0.22,53.2,63.4,73.6
70,-121.8976,36.5884,456,2014-11,2.46,49.2,58.4,67.7
70,-121.8976,36.5884,456,2014-12,9.04,48.6,55.6,62.6
70,-121.8976,36.5884,456,2015-01,0,46.1,56,66
70,-121.8976,36.5884,456,2015-02,1.37,48.7,58.2,67.7
70,-121.8976,36.5884,456,2015-03,0.68,47.8,58.4,69
70,-121.8976,36.5884,456,2015-04,1.05,46.2,54.6,63.1
70,-121.8976,36.5884,456,2015-05,0.4,49.3,55.1,61
70,-121.8976,36.5884,456,2015-06,0,51.2,58.6,66
70,-121.8976,36.5884,456,2015-07,0.12,55.4,62.9,70.5
70,-121.8976,36.5884,456,2015-08,0.02,56.1,64.5,73
70,-121.8976,36.5884,456,2015-09,0,55.7,65.8,75.9
70,-121.8976,36.5884,456,2015-10,0.29,54.4,64.3,74.1
70,-121.8976,36.5884,456,2015-11,3.13,44.8,54.6,64.3
70,-121.8976,36.5884,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
71,-121.8982,36.5878,456,2014-01,0.08,46.2,56.8,67.5
71,-121.8982,36.5878,456,2014-02,3.86,46,53.2,60.3
71,-121.8982,36.5878,456,2014-03,2.59,47.8,56.4,65
71,-121.8982,36.5878,456,2014-04,1.6,47.1,55.5,64
71,-121.8982,36.5878,456,2014-05,0.14,50.8,59.7,68.7
71,-121.8982,36.5878,456,2014-06,0.02,50.2,58.1,66.1
71,-121.8982,36.5878,456,2014-07,0.05,54.6,61.8,68.9
71,-121.8982,36.5878,456,2014-08,0,55.6,62.3,69
71,-121.8982,36.5878,456,2014-09,0.27,55.3,63.3,71.4
71,-121.8982,36.5878,456,2014-10,0.22,53.2,63.4,73.6
71,-121.8982,36.5878,456,2014-11,2.46,49.2,58.4,67.7
71,-121.8982,36.5878,456,2014-12,9.04,48.6,55.6,62.6
71,-121.8982,36.5878,456,2015-01,0,46.1,56,66
71,-121.8982,36.5878,456,2015-02,1.37,48.7,58.2,67.7
71,-121.8982,36.5878,456,2015-03,0.68,47.8,58.4,69
71,-121.8982,36.5878,456,2015-04,1.05,46.2,54.6,63.1
71,-121.8982,36.5878,456,2015-05,0.4,49.3,55.1,61
71,-121.8982,36.5878,456,2015-06,0,51.2,58.6,66
71,-121.8982,36.5878,456,2015-07,0.12,55.4,62.9,70.5
71,-121.8982,36.5878,456,2015-08,0.02,56.1,64.5,73
71,-121.8982,36.5878,456,2015-09,0,55.7,65.8,75.9
71,-121.8982,36.5878,456,2015-10,0.29,54.4,64.3,74.1
71,-121.8982,36.5878,456,2015-11,3.13,44.8,54.6,64.3
71,-121.8982,36.5878,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
72,-121.8983,36.5879,456,2014-01,0.08,46.2,56.8,67.5
72,-121.8983,36.5879,456,2014-02,3.86,46,53.2,60.3
72,-121.8983,36.5879,456,2014-03,2.59,47.8,56.4,65
72,-121.8983,36.5879,456,2014-04,1.6,47.1,55.5,64
72,-121.8983,36.5879,456,2014-05,0.14,50.8,59.7,68.7
72,-121.8983,36.5879,456,2014-06,0.02,50.2,58.1,66.1
72,-121.8983,36.5879,456,2014-07,0.05,54.6,61.8,68.9
72,-121.8983,36.5879,456,2014-08,0,55.6,62.3,69
72,-121.8983,36.5879,456,2014-09,0.27,55.3,63.3,71.4
72,-121.8983,36.5879,456,2014-10,0.22,53.2,63.4,73.6
72,-121.8983,36.5879,456,2014-11,2.46,49.2,58.4,67.7
72,-121.8983,36.5879,456,2014-12,9.04,48.6,55.6,62.6
72,-121.8983,36.5879,456,2015-01,0,46.1,56,66
72,-121.8983,36.5879,456,2015-02,1.37,48.7,58.2,67.7
72,-121.8983,36.5879,456,2015-03,0.68,47.8,58.4,69
72,-121.8983,36.5879,456,2015-04,1.05,46.2,54.6,63.1
72,-121.8983,36.5879,456,2015-05,0.4,49.3,55.1,61
72,-121.8983,36.5879,456,2015-06,0,51.2,58.6,66
72,-121.8983,36.5879,456,2015-07,0.12,55.4,62.9,70.5
72,-121.8983,36.5879,456,2015-08,0.02,56.1,64.5,73
72,-121.8983,36.5879,456,2015-09,0,55.7,65.8,75.9
72,-121.8983,36.5879,456,2015-10,0.29,54.4,64.3,74.1
72,-121.8983,36.5879,456,2015-11,3.13,44.8,54.6,64.3
72,-121.8983,36.5879,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
73,-121.8983,36.5879,456,2014-01,0.08,46.2,56.8,67.5
73,-121.8983,36.5879,456,2014-02,3.86,46,53.2,60.3
73,-121.8983,36.5879,456,2014-03,2.59,47.8,56.4,65
73,-121.8983,36.5879,456,2014-04,1.6,47.1,55.5,64
73,-121.8983,36.5879,456,2014-05,0.14,50.8,59.7,68.7
73,-121.8983,36.5879,456,2014-06,0.02,50.2,58.1,66.1
73,-121.8983,36.5879,456,2014-07,0.05,54.6,61.8,68.9
73,-121.8983,36.5879,456,2014-08,0,55.6,62.3,69
73,-121.8983,36.5879,456,2014-09,0.27,55.3,63.3,71.4
73,-121.8983,36.5879,456,2014-10,0.22,53.2,63.4,73.6
73,-121.8983,36.5879,456,2014-11,2.46,49.2,58.4,67.7
73,-121.8983,36.5879,456,2014-12,9.04,48.6,55.6,62.6
73,-121.8983,36.5879,456,2015-01,0,46.1,56,66
73,-121.8983,36.5879,456,2015-02,1.37,48.7,58.2,67.7
73,-121.8983,36.5879,456,2015-03,0.68,47.8,58.4,69
73,-121.8983,36.5879,456,2015-04,1.05,46.2,54.6,63.1
73,-121.8983,36.5879,456,2015-05,0.4,49.3,55.1,61
73,-121.8983,36.5879,456,2015-06,0,51.2,58.6,66
73,-121.8983,36.5879,456,2015-07,0.12,55.4,62.9,70.5
73,-121.8983,36.5879,456,2015-08,0.02,56.1,64.5,73
73,-121.8983,36.5879,456,2015-09,0,55.7,65.8,75.9
73,-121.8983,36.5879,456,2015-10,0.29,54.4,64.3,74.1
73,-121.8983,36.5879,456,2015-11,3.13,44.8,54.6,64.3
73,-121.8983,36.5879,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
74,-121.8983,36.5879,456,2014-01,0.08,46.2,56.8,67.5
74,-121.8983,36.5879,456,2014-02,3.86,46,53.2,60.3
74,-121.8983,36.5879,456,2014-03,2.59,47.8,56.4,65
74,-121.8983,36.5879,456,2014-04,1.6,47.1,55.5,64
74,-121.8983,36.5879,456,2014-05,0.14,50.8,59.7,68.7
74,-121.8983,36.5879,456,2014-06,0.02,50.2,58.1,66.1
74,-121.8983,36.5879,456,2014-07,0.05,54.6,61.8,68.9
74,-121.8983,36.5879,456,2014-08,0,55.6,62.3,69
74,-121.8983,36.5879,456,2014-09,0.27,55.3,63.3,71.4
74,-121.8983,36.5879,456,2014-10,0.22,53.2,63.4,73.6
74,-121.8983,36.5879,456,2014-11,2.46,49.2,58.4,67.7
74,-121.8983,36.5879,456,2014-12,9.04,48.6,55.6,62.6
74,-121.8983,36.5879,456,2015-01,0,46.1,56,66
74,-121.8983,36.5879,456,2015-02,1.37,48.7,58.2,67.7
74,-121.8983,36.5879,456,2015-03,0.68,47.8,58.4,69
74,-121.8983,36.5879,456,2015-04,1.05,46.2,54.6,63.1
74,-121.8983,36.5879,456,2015-05,0.4,49.3,55.1,61
74,-121.8983,36.5879,456,2015-06,0,51.2,58.6,66
74,-121.8983,36.5879,456,2015-07,0.12,55.4,62.9,70.5
74,-121.8983,36.5879,456,2015-08,0.02,56.1,64.5,73
74,-121.8983,36.5879,456,2015-09,0,55.7,65.8,75.9
74,-121.8983,36.5879,456,2015-10,0.29,54.4,64.3,74.1
74,-121.8983,36.5879,456,2015-11,3.13,44.8,54.6,64.3
74,-121.8983,36.5879,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
75,-121.8982,36.5878,456,2014-01,0.08,46.2,56.8,67.5
75,-121.8982,36.5878,456,2014-02,3.86,46,53.2,60.3
75,-121.8982,36.5878,456,2014-03,2.59,47.8,56.4,65
75,-121.8982,36.5878,456,2014-04,1.6,47.1,55.5,64
75,-121.8982,36.5878,456,2014-05,0.14,50.8,59.7,68.7
75,-121.8982,36.5878,456,2014-06,0.02,50.2,58.1,66.1
75,-121.8982,36.5878,456,2014-07,0.05,54.6,61.8,68.9
75,-121.8982,36.5878,456,2014-08,0,55.6,62.3,69
75,-121.8982,36.5878,456,2014-09,0.27,55.3,63.3,71.4
75,-121.8982,36.5878,456,2014-10,0.22,53.2,63.4,73.6
75,-121.8982,36.5878,456,2014-11,2.46,49.2,58.4,67.7
75,-121.8982,36.5878,456,2014-12,9.04,48.6,55.6,62.6
75,-121.8982,36.5878,456,2015-01,0,46.1,56,66
75,-121.8982,36.5878,456,2015-02,1.37,48.7,58.2,67.7
75,-121.8982,36.5878,456,2015-03,0.68,47.8,58.4,69
75,-121.8982,36.5878,456,2015-04,1.05,46.2,54.6,63.1
75,-121.8982,36.5878,456,2015-05,0.4,49.3,55.1,61
75,-121.8982,36.5878,456,2015-06,0,51.2,58.6,66
75,-121.8982,36.5878,456,2015-07,0.12,55.4,62.9,70.5
75,-121.8982,36.5878,456,2015-08,0.02,56.1,64.5,73
75,-121.8982,36.5878,456,2015-09,0,55.7,65.8,75.9
75,-121.8982,36.5878,456,2015-10,0.29,54.4,64.3,74.1
75,-121.8982,36.5878,456,2015-11,3.13,44.8,54.6,64.3
75,-121.8982,36.5878,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
76,-121.8982,36.5878,456,2014-01,0.08,46.2,56.8,67.5
76,-121.8982,36.5878,456,2014-02,3.86,46,53.2,60.3
76,-121.8982,36.5878,456,2014-03,2.59,47.8,56.4,65
76,-121.8982,36.5878,456,2014-04,1.6,47.1,55.5,64
76,-121.8982,36.5878,456,2014-05,0.14,50.8,59.7,68.7
76,-121.8982,36.5878,456,2014-06,0.02,50.2,58.1,66.1
76,-121.8982,36.5878,456,2014-07,0.05,54.6,61.8,68.9
76,-121.8982,36.5878,456,2014-08,0,55.6,62.3,69
76,-121.8982,36.5878,456,2014-09,0.27,55.3,63.3,71.4
76,-121.8982,36.5878,456,2014-10,0.22,53.2,63.4,73.6
76,-121.8982,36.5878,456,2014-11,2.46,49.2,58.4,67.7
76,-121.8982,36.5878,456,2014-12,9.04,48.6,55.6,62.6
76,-121.8982,36.5878,456,2015-01,0,46.1,56,66
76,-121.8982,36.5878,456,2015-02,1.37,48.7,58.2,67.7
76,-121.8982,36.5878,456,2015-03,0.68,47.8,58.4,69
76,-121.8982,36.5878,456,2015-04,1.05,46.2,54.6,63.1
76,-121.8982,36.5878,456,2015-05,0.4,49.3,55.1,61
76,-121.8982,36.5878,456,2015-06,0,51.2,58.6,66
76,-121.8982,36.5878,456,2015-07,0.12,55.4,62.9,70.5
76,-121.8982,36.5878,456,2015-08,0.02,56.1,64.5,73
76,-121.8982,36.5878,456,2015-09,0,55.7,65.8,75.9
76,-121.8982,36.5878,456,2015-10,0.29,54.4,64.3,74.1
76,-121.8982,36.5878,456,2015-11,3.13,44.8,54.6,64.3
76,-121.8982,36.5878,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
77,-121.8963,36.5854,456,2014-01,0.08,46.2,56.8,67.5
77,-121.8963,36.5854,456,2014-02,3.86,46,53.2,60.3
77,-121.8963,36.5854,456,2014-03,2.59,47.8,56.4,65
77,-121.8963,36.5854,456,2014-04,1.6,47.1,55.5,64
77,-121.8963,36.5854,456,2014-05,0.14,50.8,59.7,68.7
77,-121.8963,36.5854,456,2014-06,0.02,50.2,58.1,66.1
77,-121.8963,36.5854,456,2014-07,0.05,54.6,61.8,68.9
77,-121.8963,36.5854,456,2014-08,0,55.6,62.3,69
77,-121.8963,36.5854,456,2014-09,0.27,55.3,63.3,71.4
77,-121.8963,36.5854,456,2014-10,0.22,53.2,63.4,73.6
77,-121.8963,36.5854,456,2014-11,2.46,49.2,58.4,67.7
77,-121.8963,36.5854,456,2014-12,9.04,48.6,55.6,62.6
77,-121.8963,36.5854,456,2015-01,0,46.1,56,66
77,-121.8963,36.5854,456,2015-02,1.37,48.7,58.2,67.7
77,-121.8963,36.5854,456,2015-03,0.68,47.8,58.4,69
77,-121.8963,36.5854,456,2015-04,1.05,46.2,54.6,63.1
77,-121.8963,36.5854,456,2015-05,0.4,49.3,55.1,61
77,-121.8963,36.5854,456,2015-06,0,51.2,58.6,66
77,-121.8963,36.5854,456,2015-07,0.12,55.4,62.9,70.5
77,-121.8963,36.5854,456,2015-08,0.02,56.1,64.5,73
77,-121.8963,36.5854,456,2015-09,0,55.7,65.8,75.9
77,-121.8963,36.5854,456,2015-10,0.29,54.4,64.3,74.1
77,-121.8963,36.5854,456,2015-11,3.13,44.8,54.6,64.3
77,-121.8963,36.5854,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
78,-121.8987,36.587,456,2014-01,0.08,46.2,56.8,67.5
78,-121.8987,36.587,456,2014-02,3.86,46,53.2,60.3
78,-121.8987,36.587,456,2014-03,2.59,47.8,56.4,65
78,-121.8987,36.587,456,2014-04,1.6,47.1,55.5,64
78,-121.8987,36.587,456,2014-05,0.14,50.8,59.7,68.7
78,-121.8987,36.587,456,2014-06,0.02,50.2,58.1,66.1
78,-121.8987,36.587,456,2014-07,0.05,54.6,61.8,68.9
78,-121.8987,36.587,456,2014-08,0,55.6,62.3,69
78,-121.8987,36.587,456,2014-09,0.27,55.3,63.3,71.4
78,-121.8987,36.587,456,2014-10,0.22,53.2,63.4,73.6
78,-121.8987,36.587,456,2014-11,2.46,49.2,58.4,67.7
78,-121.8987,36.587,456,2014-12,9.04,48.6,55.6,62.6
78,-121.8987,36.587,456,2015-01,0,46.1,56,66
78,-121.8987,36.587,456,2015-02,1.37,48.7,58.2,67.7
78,-121.8987,36.587,456,2015-03,0.68,47.8,58.4,69
78,-121.8987,36.587,456,2015-04,1.05,46.2,54.6,63.1
