catalognumber,swabdate,svl,tail,notes,zswab,logZE,BdStatus,status,date,decade,year,month,day,locality,latitude,longitude
96264,9/5/14,2.49,2.64,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96265,7/1/14,2.35,2.19,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96266,10/3/14,2.43,2.61,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96267,9/19/14,3.55,3.19,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96268,9/19/14,2.12,0.9,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96269,7/1/14,2.3,1.73,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96270,10/31/14,3.5,4.33,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96271,9/5/14,3.4,5.04,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96272,10/10/14,2.44,1.49,br,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96273,10/17/14,3.37,4.79,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96274,9/19/14,2.31,1.67,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96276,10/10/14,3.62,5.31,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
96277,9/5/14,2.92,3.86,,0,0,0.000000000,0,3/7/71,1970,1971,3,7,0.5 mi SE Jamesburg,36.363401,-121.594846
98044,9/19/14,3.2,4.2,lost a bit of skin,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98045,10/17/14,1.9,0.69,br,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98046,10/3/14,2.02,1.88,skin sloughing off,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98047,7/1/14,1.85,1.76,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98048,10/31/14,1.84,1.61,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98049,7/1/14,1.95,1.21,br,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98050,10/3/14,1.78,1.6,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98051,9/19/14,1.74,1.29,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98052,10/17/14,1.67,1.45,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98053,10/17/14,1.94,2.04,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98054,9/19/14,2.91,4.27,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98055,10/17/14,1.92,1.62,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98056,9/19/14,3.18,4.18,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98057,10/17/14,2,1.81,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98058,10/17/14,3.22,2.54,losing skin from tail,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98059,10/10/14,2.88,2.8,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98060,10/17/14,3.62,5.51,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98061,10/3/14,2.65,2.69,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98062,10/3/14,1.83,1.77,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Palo Colorado Rd. at Nosley's Landing,36.39971,-121.901539
98063,6/25/14,1.81,1.82,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,"Big Sur River, ca. 1.5 mi W Big Sur",36.279327,-121.831327
98064,6/18/14,1.68,1.34,in wrong jar?,0,0,0.000000000,0,8/15/71,1970,1971,8,15,"Big Sur River, ca. 1.5 mi W Big Sur",36.279327,-121.831327
98065,7/1/14,1.59,1.44,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,"Big Sur River, ca. 1.5 mi W Big Sur",36.279327,-121.831327
98066,9/5/14,1.81,1.18,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,"Big Sur River, ca. 1.5 mi W Big Sur",36.279327,-121.831327
98067,6/25/14,1.7,1.65,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,"Big Sur River, ca. 1.5 mi W Big Sur",36.279327,-121.831327
98069,6/25/14,1.61,1.41,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,"Big Sur River, ca. 1.5 mi W Big Sur",36.279327,-121.831327
98070,9/5/14,2.63,2,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98071,7/1/14,3.99,4.03,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98072,10/31/14,3.01,4.18,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98073,7/1/14,2.65,3.16,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98074,7/1/14,2.62,3.23,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98075,7/1/14,2.52,2.49,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98076,7/1/14,2.85,3.59,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98077,7/1/14,2.88,3.52,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98078,7/1/14,1.92,2.03,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98079,7/1/14,2.9,3.91,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98080,6/25/14,3.59,5.86,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98081,10/17/14,2.83,3.48,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98082,9/5/14,1.98,1.24,tail growing,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98083,7/1/14,3.15,4.75,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98085,10/3/14,2.43,2.31,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98086,9/5/14,3.11,3.8,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98087,10/31/14,3.35,3.53,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98088,10/10/14,2.32,2.6,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98089,9/19/14,3.6,--,BR at vent,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98090,9/5/14,1.95,1.74,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98091,10/31/14,2.37,1.89,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98092,9/19/14,2.14,0.49,"tail br, very short",0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98093,10/10/14,3.71,5.57,losing skin from tail,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98094,9/5/14,2.77,2.38,lost tail,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98095,9/5/14,2.06,2.16,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98096,7/1/14,3.28,4.85,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98097,9/5/14,2.8,3.67,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98098,9/5/14,4.16,1.53,lost tail,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98100,10/3/14,2.12,1.67,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98101,9/19/14,3.22,4.42,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98102,10/17/14,2.02,1.67,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98103,9/19/14,2.41,0.12,"tail br, very short",0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98104,9/5/14,2.01,1.15,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98105,10/31/14,3.11,4.51,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98107,9/5/14,3.65,1.76,lost tail,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98108,9/19/14,2.96,3.28,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98109,9/19/14,3.23,0.64,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98110,9/19/14,2.85,3.33,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98111,9/5/14,2.25,2.11,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98112,7/1/14,2.58,3.19,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98113,9/5/14,3.21,2.91,lost tail,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98114,9/19/14,2.69,1.32,gr,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98115,10/17/14,2.22,1.79,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98116,10/10/14,2.27,2.23,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98117,10/3/14,2.17,2.64,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98118,10/3/14,2.38,3.18,br,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98119,10/10/14,2.08,1.99,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98120,10/31/14,2.07,2.1,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98121,9/5/14,1.98,1.89,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98122,12/5/14,1.98,2.09,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98124,9/5/14,2.78,3.05,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98125,9/5/14,2.56,3,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98126,9/19/14,2.67,3.11,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98127,9/5/14,2.11,2.13,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98128,9/19/14,2.3,2.45,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98129,9/5/14,3.09,1.62,tail growing,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98130,10/17/14,2.05,2.11,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98131,10/31/14,2.99,0.88,br,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98132,9/19/14,3.22,2.43,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98133,7/1/14,2.47,2.86,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98134,9/19/14,2.34,2.4,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98135,7/1/14,3.14,2.38,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98136,10/17/14,2.95,3.77,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98137,7/1/14,2.14,2.42,,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98138,10/31/14,2.25,1.59,br,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
98139,9/19/14,3.05,3.64,blunt tail tip,0,0,0.000000000,0,8/15/71,1970,1971,8,15,Don Dahvee Park,36.589239,-121.895024
105087,10/10/14,2.75,3.67,,0,0,0.000000000,0,2/10/72,1970,1972,2,10,Salmon Creek,35.808617,-121.362368
105088,10/10/14,2.83,3.38,,0,0,0.000000000,0,2/10/72,1970,1972,2,10,3.5 mi N Salmon Creek,35.859268,-121.361358
105089,10/3/14,2.54,3.34,,0,0,0.000000000,0,2/10/72,1970,1972,2,10,3.5 mi N Salmon Creek,35.859268,-121.361358
105090,9/19/14,2.95,3.47,,0,0,0.000000000,0,2/10/72,1970,1972,2,10,3.5 mi N Salmon Creek,35.859268,-121.361358
105091,9/5/14,2.78,3.38,,0,0,0.000000000,0,2/10/72,1970,1972,2,10,3.5 mi N Salmon Creek,35.859268,-121.361358
105092,10/17/14,2.55,1.77,gr,0,0,0.000000000,0,2/10/72,1970,1972,2,10,3.5 mi N Salmon Creek,35.859268,-121.361358
104942,9/5/14,3.26,3.83,tail tip missing,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104943,7/1/14,3.72,5.22,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104944,9/5/14,3.44,3.82,lost tail,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104945,10/3/14,3.08,3.93,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104946,10/17/14,3.13,3.93,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104947,10/3/14,3.35,4.07,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104948,9/5/14,3.58,4.46,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104950,9/5/14,3.66,5.35,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104951,9/5/14,3.3,4.65,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104952,10/17/14,3.28,4.31,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104954,7/1/14,3,3.91,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104955,9/19/14,3.23,1.03,tail shortened,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104957,7/1/14,2.82,3.46,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104958,10/3/14,3.3,4.24,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104959,9/19/14,2.73,3.4,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104961,10/17/14,3.34,4.49,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104962,10/31/14,3.26,4.24,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104964,6/25/14,3.09,3.68,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104965,10/31/14,3.15,3.69,br,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104966,10/31/14,3.18,1.14,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104967,7/1/14,3.21,2.86,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104968,9/19/14,3.22,3.51,losing skin,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104969,7/1/14,3.15,4.01,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104970,7/1/14,3.01,4.08,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104971,10/10/14,3.25,3.18,gr,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104972,10/17/14,3.24,1.86,gr,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104973,6/25/14,2.77,3.49,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104974,7/1/14,2.56,3.5,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104975,7/1/14,2.58,3.01,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104977,7/1/14,3.06,3.98,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104978,6/25/14,2.91,3.46,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104979,10/10/14,2.02,3.83,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104980,7/1/14,2.86,3.61,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104981,10/31/14,3.14,3.24,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104982,9/19/14,2.97,3.8,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104984,6/25/14,3.4,3.55,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104986,7/1/14,2.97,3.66,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104987,9/5/14,2.62,3.13,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104988,9/5/14,2.79,3.54,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104990,9/19/14,2.76,3.25,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104991,9/19/14,3.21,4.29,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104992,7/1/14,2.8,3.69,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104993,10/31/14,3.28,3.65,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104994,7/1/14,3.15,4.05,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104995,10/3/14,3.05,3.67,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104996,10/10/14,3.2,4.05,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104997,9/19/14,2.76,3.53,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104998,10/31/14,3.05,3.85,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
104999,9/5/14,2.78,2.33,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105000,10/17/14,2.7,3.27,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105001,10/3/14,2.49,1.11,br,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105002,6/25/14,2.36,2.44,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105003,9/19/14,2.55,2.94,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105004,10/31/14,3.27,0.93,gr,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105005,9/19/14,2.56,3.18,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105006,7/1/14,2.45,2.54,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105008,10/3/14,2.33,2.65,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105009,10/17/14,2.42,0.72,br,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105072,10/17/14,2.96,4.09,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
105073,9/5/14,3.17,2.52,tail growing,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
105074,10/17/14,3.07,4.15,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
105075,10/17/14,2.91,3.75,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
105076,10/17/14,2.89,3.76,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
105077,10/31/14,2.95,2.46,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
105078,9/5/14,2.68,3.05,,0,0,0.000000000,0,3/11/72,1970,1972,3,11,"Palo Colorado Rd., 0.1 mi E Hwy. 1",36.399641,-121.901963
200185,4/10/15,2.9,4.58,JE,0,0,0.000000000,0,3/11/72,1970,1972,3,11,Don Davee Park,36.58896,-121.89554
105010,10/31/14,4.08,6.63,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105011,10/10/14,3.78,6.69,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105012,10/31/14,3.73,0.64,br,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105013,7/1/14,3.7,5.41,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105014,10/10/14,3.73,3.61,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105015,10/31/14,3.5,5.41,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105016,10/10/14,3.52,5.39,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105017,9/19/14,3.43,3.94,losing skin,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105018,10/17/14,3.67,4.58,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105019,10/17/14,3.43,3.41,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105020,10/3/14,3.82,1.26,gr,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105021,9/5/14,3.41,3.94,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105022,6/25/14,3,4.19,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105023,10/3/14,3.28,2.2,gr,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105024,7/1/14,2.93,1.18,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105025,6/25/14,2.89,3.29,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
