"","X.1","X","lake.id","year","Bd.Status","Zscore","longitude","latitude","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009"
"542",542,542,10419,2006,1,241.07,-118.4289099078,36.8094506426235,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25001978874207,0,0,0,1,0.250019758939743,0,0
"543",543,543,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"544",544,544,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"545",545,545,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"546",546,546,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"547",547,547,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"548",548,548,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"549",549,549,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"550",550,550,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"551",551,551,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"552",552,552,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"553",553,553,10415,2004,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"554",554,554,10415,2004,1,0.00872,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"555",555,555,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"556",556,556,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"557",557,557,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"558",558,558,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"559",559,559,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"560",560,560,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"561",561,561,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"562",562,562,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"563",563,563,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"564",564,564,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"565",565,565,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"566",566,566,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"567",567,567,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"568",568,568,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"569",569,569,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"570",570,570,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"571",571,571,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"572",572,572,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"573",573,573,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"574",574,574,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"575",575,575,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"576",576,576,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"577",577,577,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"578",578,578,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"579",579,579,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"580",580,580,10415,2005,0,0,-118.42638809134,36.8146480168605,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"581",581,581,11071,2004,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"582",582,582,11071,2004,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"583",583,583,11071,2004,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"584",584,584,11071,2004,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"585",585,585,11071,2004,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"586",586,586,11071,2005,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"587",587,587,11071,2005,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"588",588,588,11071,2005,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"589",589,589,11071,2005,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"590",590,590,11071,2005,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"591",591,591,11071,2005,0,0,-118.425188724295,36.8145782096478,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"592",592,592,12615,2006,1,510.11,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"593",593,593,12615,2006,1,37.27,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"594",594,594,12615,2006,0,0,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"595",595,595,12615,2006,0,0,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"596",596,596,12615,2006,1,2222.75,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"597",597,597,12615,2006,1,539.78,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"598",598,598,12615,2006,0,0,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"599",599,599,12615,2006,1,615.37,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"600",600,600,12615,2006,1,784.33,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"601",601,601,12615,2006,0,0,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"602",602,602,12615,2006,1,320.41,-118.425598827099,36.8157064325887,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"603",603,603,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"604",604,604,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"605",605,605,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"606",606,606,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"607",607,607,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"608",608,608,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"609",609,609,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"610",610,610,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"611",611,611,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"612",612,612,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"613",613,613,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"614",614,614,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"615",615,615,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"616",616,616,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"617",617,617,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"618",618,618,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"619",619,619,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"620",620,620,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"621",621,621,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"622",622,622,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"623",623,623,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"624",624,624,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"625",625,625,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"626",626,626,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"627",627,627,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"628",628,628,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"629",629,629,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"630",630,630,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"631",631,631,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"632",632,632,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"633",633,633,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"634",634,634,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"635",635,635,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"636",636,636,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"637",637,637,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"638",638,638,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"639",639,639,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"640",640,640,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"641",641,641,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"642",642,642,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"643",643,643,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"644",644,644,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"645",645,645,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"646",646,646,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"647",647,647,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"648",648,648,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"649",649,649,11070,2005,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"650",650,650,11070,2006,1,55.43,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"651",651,651,11070,2006,1,25.82,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"652",652,652,11070,2006,1,18.85,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"653",653,653,11070,2006,1,13.13,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"654",654,654,11070,2006,1,34.95,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"655",655,655,11070,2006,1,18.69,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"656",656,656,11070,2006,1,14.72,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"657",657,657,11070,2006,1,4.15,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"658",658,658,11070,2006,1,16.4,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"659",659,659,11070,2006,1,8.01,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"660",660,660,11070,2006,1,311.83,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"661",661,661,11070,2006,1,88.35,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"662",662,662,11070,2006,1,14309.44,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"663",663,663,11070,2006,1,8710.32,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"664",664,664,11070,2006,1,48.16,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"665",665,665,11070,2006,1,7883.36,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"666",666,666,11070,2006,1,14665.84,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"667",667,667,11070,2006,0,0,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"668",668,668,11070,2006,1,3346.46,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"669",669,669,11070,2006,1,131.66,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"670",670,670,11070,2006,1,7729.78,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"671",671,671,11070,2006,1,4951.32,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"672",672,672,11070,2006,1,2440.66,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"673",673,673,11070,2006,1,5010.94,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"674",674,674,11070,2006,1,12347.44,-118.423294146552,36.8145670844784,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
