Continent.Region,Country,LocationDescription,Latitude,Longitude,Elevation.m.,DateCollected,Month,Day,Year,Decade,MuseumOrField,SampleID,FieldID,Order,Family,Genus,Species,Subspecies,SpeciesName,Lifestage,BdStatus,GEScore,ZEScore,BdMethodology,SwabCollector,PreviouslyReported,Comments,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
NorthAmerica,United States,"California_Inyo County_Moon Lake area at Pine Creek Pass, Sierra National Forest",37.317418,-118.735138,3354,1998,NA,NA,1958,1950s,Museum,SM169,MVZ67583,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum _not recorded_,2,113,42,5386,157,-112,269,-50,74,77,-56,698,116,18,59,309,65,78,301
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, Kaiser Creek, T7S R26E Sec16 (SW 1/4 of NW 1/4), 37 19 06.7 N, 119 08 36.9 W, 7910 ft",37.31852778,-119.1435833,2412,1960,NA,NA,2000,2000s,Museum,SM474,CAS212999,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,41,121,43,5508,201,-75,276,-17,115,116,-19,703,125,11,71,334,37,50,332
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, Kaiser Creek, T7S R26E Sec16 (SW 1/4 of NW 1/4), 37 19 06.7 N, 119 08 36.9 W, 7910 ft",37.31852778,-119.1435833,2412,2000,NA,NA,2000,2000s,Museum,SM471,CAS212998,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,41,121,43,5508,201,-75,276,-17,115,116,-19,703,125,11,71,334,37,50,332
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, Kaiser Creek, T7S R26E Sec16 (SW 1/4 of NW 1/4), 37 19 06.7 N, 119 08 36.9 W, 7910 ft",37.31852778,-119.1435833,2412,2000,NA,NA,2000,2000s,Museum,SM472,CAS212997,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,41,121,43,5508,201,-75,276,-17,115,116,-19,703,125,11,71,334,37,50,332
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, Kaiser Creek, T7S R26E Sec16 (SW 1/4 of NW 1/4), 37 19 06.7 N, 119 08 36.9 W, 7910 ft",37.31852778,-119.1435833,2412,2000,NA,NA,2000,2000s,Museum,SM473,CAS213000,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,41,121,43,5508,201,-75,276,-17,115,116,-19,703,125,11,71,334,37,50,332
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, Kaiser Creek, T7S R26E Sec16 (SW 1/4 of NW 1/4), 37 19 06.7 N, 119 08 36.9 W, 7910 ft",37.31852778,-119.1435833,2412,2000,NA,NA,2000,2000s,Museum,SM475,CAS212996,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,41,121,43,5508,201,-75,276,-17,115,116,-19,703,125,11,71,334,37,50,332
NorthAmerica,United States,"California_Inyo County_Pine Creek, W Bishop",37.319386,-118.737207,3354,1951,NA,NA,1974,1970s,Museum,SM145,MVZ136223,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum _not recorded_,2,113,42,5386,157,-112,269,-50,74,77,-56,698,116,18,59,309,65,78,301
NorthAmerica,United States,"California_Inyo County_Pine Creek, W Bishop",37.319386,-118.737207,3354,1951,NA,NA,1974,1970s,Museum,SM150,MVZ136225,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum _not recorded_,2,113,42,5386,157,-112,269,-50,74,77,-56,698,116,18,59,309,65,78,301
NorthAmerica,United States,"California_Inyo County_Pine Creek, W Bishop",37.319386,-118.737207,3354,1951,NA,NA,1974,1970s,Museum,SM156,MVZ136226,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum _not recorded_,2,113,42,5386,157,-112,269,-50,74,77,-56,698,116,18,59,309,65,78,301
NorthAmerica,United States,"California_Inyo County_Pine Creek, W Bishop",37.319386,-118.737207,3354,1951,NA,NA,1974,1970s,Museum,SM157,MVZ136222,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum _not recorded_,2,113,42,5386,157,-112,269,-50,74,77,-56,698,116,18,59,309,65,78,301
NorthAmerica,United States,"California_Inyo County_Pine Creek, W Bishop",37.319386,-118.737207,3354,1983,NA,NA,1974,1970s,Museum,SM159,MVZ136224,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum _not recorded_,2,113,42,5386,157,-112,269,-50,74,77,-56,698,116,18,59,309,65,78,301
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, dry pond 2.36 mi bearing 22 degrees from Kaiser Peak, T7S R26E Sec7 (SE 1/4 of SE 1/4), 37 19 33.6 N, 119 10 06.2 W, 8370 ft",37.326,-119.1683889,2552,1960,NA,NA,2000,2000s,Museum,SM502,CAS213023,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,78,133,45,5803,249,-45,294,16,156,157,15,830,151,6,77,415,25,38,410
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, dry pond 2.36 mi bearing 22 degrees from Kaiser Peak, T7S R26E Sec7 (SE 1/4 of SE 1/4), 37 19 33.6 N, 119 10 06.2 W, 8370 ft",37.326,-119.1683889,2552,1960,NA,NA,2000,2000s,Museum,SM503,CAS213022,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,78,133,45,5803,249,-45,294,16,156,157,15,830,151,6,77,415,25,38,410
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, dry pond 2.36 mi bearing 22 degrees from Kaiser Peak, T7S R26E Sec7 (SE 1/4 of SE 1/4), 37 19 33.6 N, 119 10 06.2 W, 8370 ft",37.326,-119.1683889,2552,1960,NA,NA,2000,2000s,Museum,SM504,CAS213021,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,78,133,45,5803,249,-45,294,16,156,157,15,830,151,6,77,415,25,38,410
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, dry pond 2.36 mi bearing 22 degrees from Kaiser Peak, T7S R26E Sec7 (SE 1/4 of SE 1/4), 37 19 33.6 N, 119 10 06.2 W, 8370 ft",37.326,-119.1683889,2552,1960,NA,NA,2000,2000s,Museum,SM505,CAS213020,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,78,133,45,5803,249,-45,294,16,156,157,15,830,151,6,77,415,25,38,410
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, dry pond 2.36 mi bearing 22 degrees from Kaiser Peak, T7S R26E Sec7 (SE 1/4 of SE 1/4), 37 19 33.6 N, 119 10 06.2 W, 8370 ft",37.326,-119.1683889,2552,1960,NA,NA,2000,2000s,Museum,SM506,CAS213019,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,78,133,45,5803,249,-45,294,16,156,157,15,830,151,6,77,415,25,38,410
NorthAmerica,United States,California_Inyo County_5 mi N Bishop,37.327923,-118.522887,1733.9,1997,NA,NA,1960,1960s,Museum,MVZ71680,MVZ71680,Anura,Ranidae,Rana,pipiens,NA,Rana pipiens,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) 30_Datum _not recorded_Distance measured along Hwy. 168, from perimeter of Bishop.Estimated elevation using GPS Visualizer",31,126,43,5790,198,-91,289,-31,109,109,-32,506,86,14,57,225,50,60,218
NorthAmerica,United States,California_Inyo County_5 mi N Bishop,37.327923,-118.522887,1733.9,1997,NA,NA,1960,1960s,Museum,MVZ71681,MVZ71681,Anura,Ranidae,Rana,pipiens,NA,Rana pipiens,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) 30_Datum _not recorded_Distance measured along Hwy. 168, from perimeter of Bishop.Estimated elevation using GPS Visualizer",31,126,43,5790,198,-91,289,-31,109,109,-32,506,86,14,57,225,50,60,218
NorthAmerica,United States,California_Inyo County_5 mi N Bishop,37.327923,-118.522887,1733.9,1997,NA,NA,1960,1960s,Museum,MVZ71682,MVZ71682,Anura,Ranidae,Rana,pipiens,NA,Rana pipiens,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) 30_Datum _not recorded_Distance measured along Hwy. 168, from perimeter of Bishop.Estimated elevation using GPS Visualizer",31,126,43,5790,198,-91,289,-31,109,109,-32,506,86,14,57,225,50,60,218
NorthAmerica,United States,California_Inyo County_5 mi N Bishop,37.327923,-118.522887,1733.9,1997,NA,NA,1960,1960s,Museum,MVZ71683,MVZ71683,Anura,Ranidae,Rana,pipiens,NA,Rana pipiens,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) 30_Datum _not recorded_Distance measured along Hwy. 168, from perimeter of Bishop.Estimated elevation using GPS Visualizer",31,126,43,5790,198,-91,289,-31,109,109,-32,506,86,14,57,225,50,60,218
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, meadow S of Sample Meadow, T7S R26E Sec8 (NE 1/4 of SE 1/4), 37 19 47.7 N, 119 09 00.0 W, 7860 ft",37.32991667,-119.15,2396,2004,NA,NA,2000,2000s,Museum,CAS213002,CAS213002,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _Garmin 12 GPS_,41,121,43,5508,201,-75,276,-17,115,116,-19,703,125,11,71,334,37,50,332
NorthAmerica,United States,"California_Fresno County_California: Fresno Co.: Sierra National Forest, Kaiser Creek, T7S R26E Sec8 (SE 1/4 of NW 1/4), 37 20 03.7 N, 119 09 23.7 W, 7840 ft",37.33436111,-119.1565833,2390,2003,NA,NA,2000,2000s,Museum,CAS212993,CAS212993,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _Garmin 12 GPS_,51,130,45,5705,218,-70,288,-11,128,128,-11,662,117,11,69,314,37,48,314
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1962,NA,NA,1962,1960s,Museum,CAS101153,CAS101153,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,1,0.0365,2.92,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1962,NA,NA,1962,1960s,Museum,CAS101134,CAS101134,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1962,NA,NA,1962,1960s,Museum,CAS101135,CAS101135,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1962,NA,NA,1962,1960s,Museum,CAS101136,CAS101136,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1962,NA,NA,1962,1960s,Museum,CAS101137,CAS101137,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1962,NA,NA,1962,1960s,Museum,CAS101138,CAS101138,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1963,NA,NA,1962,1960s,Museum,CAS101139,CAS101139,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101140,CAS101140,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101141,CAS101141,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101142,CAS101142,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101143,CAS101143,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101144,CAS101144,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101145,CAS101145,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101146,CAS101146,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101147,CAS101147,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101148,CAS101148,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1963,NA,NA,1962,1960s,Museum,CAS101149,CAS101149,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1963,NA,NA,1962,1960s,Museum,CAS101150,CAS101150,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101151,CAS101151,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1963,NA,NA,1962,1960s,Museum,CAS101152,CAS101152,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1964,NA,NA,1962,1960s,Museum,CAS101154,CAS101154,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1964,NA,NA,1962,1960s,Museum,CAS101155,CAS101155,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1964,NA,NA,1962,1960s,Museum,CAS101156,CAS101156,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1964,NA,NA,1962,1960s,Museum,CAS101157,CAS101157,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1955,NA,NA,1962,1960s,Museum,CAS101158,CAS101158,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1964,NA,NA,1962,1960s,Museum,CAS101159,CAS101159,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1956,NA,NA,1962,1960s,Museum,CAS101160,CAS101160,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Madera County_California: Bass Lake, Madera Co.",37.33644167,-119.5788722,1057,1964,NA,NA,1962,1960s,Museum,CAS101161,CAS101161,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,96,143,46,6022,277,-33,310,32,176,177,29,972,178,5,79,488,24,33,484
NorthAmerica,United States,"California_Inyo County_Lake above Pine Lake, Headwaters of Pine Creek",37.345381,-118.731785,3079,1998,NA,NA,1945,1940s,Museum,SM144,MVZ41300,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 402.336_Datum _not recorded_Marker at Upper Pine Lake.,4,117,42,5488,163,-111,274,-51,78,80,-56,648,106,18,57,282,65,77,273
NorthAmerica,United States,"California_Inyo County_Lake above Pine Lake, Headwaters of Pine Creek",37.345381,-118.731785,3079,1999,NA,NA,1945,1940s,Museum,SM147,MVZ41302,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 402.336_Datum _not recorded_Marker at Upper Pine Lake.,4,117,42,5488,163,-111,274,-51,78,80,-56,648,106,18,57,282,65,77,273
NorthAmerica,United States,"California_Inyo County_Lake above Pine Lake, Headwaters of Pine Creek",37.345381,-118.731785,3079,2000,NA,NA,1945,1940s,Museum,SM154,MVZ41301,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 402.336_Datum _not recorded_Marker at Upper Pine Lake.,4,117,42,5488,163,-111,274,-51,78,80,-56,648,106,18,57,282,65,77,273
NorthAmerica,United States,"California_Inyo County_Lake above Pine Lake, Headwaters of Pine Creek",37.345381,-118.731785,3079,2000,NA,NA,1945,1940s,Museum,SM170,MVZ41303,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 402.336_Datum _not recorded_Marker at Upper Pine Lake.,4,117,42,5488,163,-111,274,-51,78,80,-56,648,106,18,57,282,65,77,273
NorthAmerica,United States,California_Inyo County_8 mi W Bishop,37.353648,-118.548275,1829,1962,NA,NA,1961,1960s,Museum,SM146,MVZ73780,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 8046.72_Datum _not recorded_Exact locality unknown.,96,166,45,6870,298,-65,363,14,189,189,14,306,53,9,60,142,27,27,142
NorthAmerica,United States,"California_Madera County_California: Madera Co.: Sierra National Forest, Chiquito Creek, upstream of Forest Rd 6S25, T6S R24E Sec33 (NW 1/4 of SE 1/4), 37 21 34.1 N, 119 21 00.5 W, 3640 ft",37.35947222,-119.3501389,1110,1982,NA,NA,2000,2000s,Museum,SM555,CAS212962,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __,78,138,46,5842,253,-47,300,16,157,158,14,889,162,6,77,445,27,38,439
NorthAmerica,United States,California_Madera County_W of Yosemite Forks along Hwy. 620,37.38552,-119.67957,969.3,1994,NA,NA,2003,2000s,Museum,MVZ243327,MVZ243327,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 31.569_Datum _MaNIS georeferencing guidelines_Used 30m default uncertainty.Estimated elevation using GPS Visualizer,133,154,45,6508,328,-7,335,57,219,219,57,859,157,3,81,433,15,22,433
